0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.838022012836534316e+02,-4.562913764109085690e+01,-4.385512785530445967e+01
3.374261598088939195e-04,-2.498093405833567439e-04,-6.407522716392331859e+02,8.596924715237329337e+02,2.603438532287875660e+02,-4.896441069873501561e+01,-8.266032441074196413e+01
1.422790977634855614e-03,-7.246899197169662547e-04,-5.772999001547228772e+02,1.905593904821524347e+03,3.229042630334283217e+02,-6.820446128586391410e+01,-1.208893308444592378e+02
3.239538349746857050e-03,-9.715925740291249781e-04,-5.599682208305578257e+01,2.723104828434537012e+03,4.237540500714447944e+01,-4.109315852990700790e+01,-1.667762122485856366e+02
5.468012951639969477e-03,-8.202013143852023361e-04,4.443101379207567447e+02,2.954590224539122119e+03,7.418179435522218057e+01,-2.000098912885282587e+01,-1.711290334649805800e+02
7.685552864963111561e-03,-3.831912400069768690e-04,6.766055010483819387e+02,2.695245490751504349e+03,1.076242115900888052e+02,1.699829367969532268e-01,-1.386118092365735492e+02
9.502154498454750201e-03,5.573531324665960299e-05,4.492258346014818358e+02,1.933081931275134366e+03,1.206020438224889944e+02,-2.019853319282327675e+01,-1.077254596738505370e+02
1.074437510504598972e-02,1.333354259788800417e-04,-2.501842466556179545e+02,1.231840742052614132e+03,2.087621804238736161e+02,-2.343013322133326781e+01,-1.433949084820290238e+02
1.182096312147709952e-02,-2.414446949680199548e-04,-7.111137140495086442e+02,1.511084150046756122e+03,2.618459405767153498e+02,4.982426866293515388e+00,-1.473026324572373653e+02
1.316620339926183846e-02,-7.740717165510098072e-04,-6.550560456717864781e+02,1.916311462526223522e+03,2.880907361724768521e+02,-7.936437015755813285e+00,-1.517795103029899053e+02
1.489602811462499392e-02,-1.243354688077124258e-03,-5.486384257152318469e+02,2.490926217220292529e+03,3.200214184364393759e+02,-1.531023568346670949e+01,-1.235658629219092148e+02
1.701774042321224645e-02,-1.319657682206135671e-03,3.529239057313246235e+02,2.914760469024712620e+03,2.034818596366567078e+01,-7.780603561259412437e+00,-1.012901215731016720e+02
1.906276386587235291e-02,-7.271661558307053377e-04,1.166796189330020752e+03,2.295538757026889471e+03,8.401692622738865168e+01,-3.897502011292533552e+01,-1.235543710250258584e+02
2.048949772038087189e-02,2.729266403833832525e-04,1.398406914357017740e+03,1.339485734396834687e+03,1.178080920932004148e+02,-3.705811505500698644e+01,-1.017536899443521037e+02
2.119878780100946034e-02,1.176959803480349519e-03,9.204065645450037891e+02,4.676395447198038937e+02,1.476451346888007947e+02,-2.154933922650086586e+01,-1.116637508726360295e+02
2.137946727222879775e-02,1.638894825362863022e-03,2.644406225392747274e+02,-7.305403858761473579e+00,1.583906947672679735e+02,4.624776947852586417e+00,-1.342003291627371482e+02
2.141366595872641609e-02,1.491683184551778315e-03,-6.420333359197099981e+02,9.443662502952628302e+01,2.164337773419264295e+02,3.424521863184800452e+00,-8.961460227107514243e+01
2.186653433532811941e-02,7.860428088401574288e-04,-1.167909564035285712e+03,1.059378878552754941e+03,2.797551097479690156e+02,-1.476305646219127432e+01,-1.162521916312963981e+02
2.303737930354738186e-02,1.731556278825886637e-06,-8.438213793467202777e+02,1.923693348395502653e+03,3.562762683162573580e+02,-3.848922968773281639e+01,-1.323039936990163881e+02
2.464897847569286204e-02,-3.838885523986968612e-04,-1.452807103057993174e+02,2.182329961833939251e+03,3.854610267235378274e+01,-1.630205549412510635e+01,-1.463969934943338842e+02
