1520975818.071097,.66,4.00,119.50,-238.50,23.18,-0.23
1520975826.0161088,4.63,-0.75,0.10,0.10,139.86,26.64,-995.67,4.00,119.00,-237.00,23.18,-0.23
1520975826.1152852,4.63,-0.85,-0.20,0.50,139.86,26.64,-995.67,6.50,120.00,-238.00,23.18,-0.23
1520975826.1820843,4.63,-0.85,0.40,0.20,146.52,36.63,-1002.33,6.50,122.00,-238.50,23.18,-0.23
1520975826.2489398,4.63,-0.45,0.25,0.35,146.52,29.97,-995.67,6.00,121.00,-238.50,23.32,-0.23
1520975826.3480484,4.63,-0.10,0.10,0.35,149.85,33.30,-992.34,6.50,122.50,-238.00,23.32,-0.23
1520975826.4148417,4.63,-1.20,0.40,0.55,146.52,33.30,-992.34,7.50,122.00,-237.50,23.32,-0.22
1520975826.4817843,4.62,-1.00,0.15,0.50,133.20,33.30,-989.01,5.50,121.00,-238.50,23.18,-0.23
1520975826.5808277,4.63,-0.70,0.15,0.35,139.86,29.97,-989.01,7.00,121.50,-237.50,23.18,-0.23
1520975826.6476088,4.63,-0.35,0.35,-0.25,143.19,29.97,-989.01,7.00,122.50,-238.00,23.32,-0.23
1520975826.746741,4.63,-1.05,0.10,0.20,136.53,36.63,-989.01,4.50,120.00,-238.00,23.18,-0.23
1520975826.8136804,4.63,-0.35,0.40,0.50,143.19,26.64,-992.34,5.00,120.00,-238.00,23.18,-0.23
1520975826.880359,4.62,-0.35,0.50,0.25,143.19,29.97,-995.67,6.50,121.00,-237.50,23.32,-0.23
1520975826.9795115,4.63,-0.75,0.75,0.65,139.86,29.97,-999.00,5.00,119.00,-238.50,23.32,-0.23
1520975827.0462866,4.63,-0.45,-0.10,0.25,146.52,33.30,-992.34,4.50,119.50,-237.50,23.32,-0.23
1520975827.113125,4.63,-0.55,0.05,0.15,143.19,29.97,-1002.33,5.00,119.50,-237.50,23.32,-0.23
1520975827.2122762,4.63,-0.95,0.15,0.15,143.19,33.30,-992.34,7.00,123.00,-238.50,23.32,-0.23
1520975827.279083,4.63,-0.15,0.40,0.30,143.19,29.97,-995.67,4.50,120.50,-238.00,23.32,-0.23
1520975827.345926,4.63,-1.05,0.80,0.95,139.86,29.97,-995.67,6.00,121.50,-237.00,23.32,-0.22
1520975827.4450455,4.63,-0.40,0.60,0.40,143.19,33.30,-995.67,7.00,122.00,-237.50,23.32,-0.23
1520975827.5118775,4.63,-0.75,0.70,0.55,139.86,29.97,-995.67,6.00,121.50,-238.50,23.32,-0.22
1520975827.5786104,4.63,-0.80,0.40,0.10,143.19,29.97,-992.34,6.00,122.00,-238.00,23.18,-0.23
1520975827.6777802,4.62,-1.30,0.65,0.45,146.52,33.30,-995.67,7.00,121.50,-237.50,23.32,-0.23
1520975827.7445982,4.63,-0.85,0.05,0.95,149.85,29.97,-995.67,4.00,119.00,-238.50,23.32,-0.23
1520975827.8113265,4.62,-0.30,0.60,0.60,136.53,29.97,-989.01,5.50,120.00,-238.50,23.32,-0.23
1520975827.9104946,4.63,-0.50,0.85,0.05,139.86,29.97,-989.01,6.00,121.00,-239.00,23.18,-0.23
1520975827.9773326,4.63,-0.50,0.65,0.45,146.52,26.64,-982.35,4.00,118.50,-238.50,23.32,-0.23
1520975828.0440729,4.63,-0.30,0.10,0.30,143.19,36.63,-995.67,4.50,119.50,-237.50,23.18,-0.23
1520975828.1432498,4.63,-0.80,0.60,-0.10,146.52,39.96,-995.67,5.50,120.50,-237.50,23.32,-0.23
1520975828.2101498,4.63,-0.50,1.05,0.95,146.52,39.96,-992.34,6.00,121.00,-238.00,23.32,-0.23
1520975828.3092062,4.63,-0.45,0.45,0.95,143.19,33.30,-995.67,5.00,120.50,-238.00,23.32,-0.23
1520975828.3760028,4.62,-0.30,-0.25,0.25,143.19,29.97,-995.67,7.00,122.00,-238.00,23.32,-0.23
1520975828.442877,4.62,-0.55,0.25,1.00,146.52,36.63,-999.00,5.50,121.00,-238.00,23.32,-0.23
1520975828.5419939,4.62,-0.20,0.25,0.45,136.53,33.30,-995.67,6.50,121.00,-239.00,23.18,-0.23
1520975828.608845,4.63,-0.75,-0.10,1.10,143.19,33.30,-999.00,7.00,121.50,-237.50,23.32,-0.22
1520975828.6756554,4.63,-0.70,-0.10,0.10,139.86,29.97,-999.00,6.00,121.50,-238.00,23.32,-0.23
1520975828.7748356,4.63,-0.50,0.35,0.35,136.53,26.64,-995.67,5.00,120.00,-238.50,23.32,-0.23
1520975828.84165,4.63,-0.25,0.90,0.80,146.52,29.97,-995.67,6.50,121.50,-238.50,23.32,-0.23
1520975828.908348,4.63,-0.90,0.45,-0.05,133.20,26.64,-992.34,8.00,122.00,-239.00,23.32,-0.23
1520975829.0075831,4.63,-1.20,0.30,0.80,143.19,29.97,-995.67,5.50,120.00,-239.50,23.32,-0.22
1520975829.0743573,4.63,-0.15,0.50,0.85,143.19,26.64,-1002.33,5.50,119.50,-239.50,23.32,-0.23
1520975829.141286,4.63,-1.00,0.60,0.50,149.85,29.97,-1002.33,7.00,122.00,-238.50,23.18,-0.23
1520975829.2404037,4.63,-0.05,-0.15,1.20,136.53,26.64,-985.68,6.00,122.00,-238.00,23.18,-0.23
1520975829.3071704,4.63,-0.60,0.20,0.25,146.52,29.97,-995.67,6.00,122.00,-238.00,23.32,-0.23
1520975829.4063046,4.63,-0.60,0.55,0.10,139.86,29.97,-989.01,7.00,122.00,-238.50,23.18,-0.23
1520975829.4732225,4.63,-0.70,0.30,0.30,143.19,33.30,-989.01,7.50,122.00,-238.00,23.32,-0.23
1520975829.5399225,4.63,-0.25,0.30,0.20,143.19,36.63,-995.67,5.50,121.00,-239.00,23.32,-0.22
1520975829.6390839,4.63,-0.70,0.35,-0.35,153.18,43.29,-1005.66,7.00,122.50,-238.50,23.32,-0.22
1520975829.7059395,4.62,-1.00,1.35,0.20,139.86,46.62,-985.68,7.00,122.00,-238.50,23.32,-0.23
1520975829.772778,4.63,0.35,-0.05,1.15,159.84,59.94,-989.01,5.50,121.00,-239.50,23.32,-0.23
1520975829.8718765,4.63,0.15,-0.25,1.20,153.18,63.27,-965.70,6.00,120.00,-239.50,23.32,-0.23
1520975829.9387155,4.62,0.75,0.25,1.90,123.21,36.63,-1018.98,7.50,120.50,-239.50,23.32,-0.23
1520975830.0055127,4.63,-1.55,0.50,2.10,146.52,43.29,-999.00,7.00,119.50,-238.00,23.32,-0.23
1520975830.1046414,4.63,-2.20,-0.10,3.10,173.16,89.91,-1005.66,8.00,119.00,-238.00,23.32,-0.23
1520975830.1714568,4.63,-0.50,0.50,8.35,166.50,183.15,-985.68,9.50,118.00,-238.00,23.32,-0.23
1520975830.2382352,4.63,-0.40,2.55,-0.80,233.10,156.51,-985.68,11.50,116.50,-238.00,23.32,-0.23
1520975830.3375523,4.63,0.80,5.70,-1.70,113.22,173.16,-995.67,10.50,115.00,-239.00,23.32,-0.22
1520975830.4044068,4.63,3.20,-8.60,-5.80,143.19,-109.89,-1205.46,12.00,112.50,-248.00,23.32,-0.23
1520975830.5036187,4.63,4.10,5.25,-11.00,309.69,-46.62,-1228.77,10.00,112.00,-247.50,23.32,-0.23
1520975830.5705683,4.63,12.40,0.25,0.25,129.87,163.17,-979.02,6.00,110.50,-242.50,23.32,-0.23
1520975830.6697295,4.63,6.70,-5.95,1.90,106.56,83.25,-1132.20,8.00,112.00,-244.00,23.32,-0.23
1520975830.7366865,4.63,4.50,-3.50,4.85,176.49,269.73,-1112.22,8.50,111.00,-244.50,23.32,-0.23
1520975830.8034053,4.63,7.95,1.00,6.10,199.80,196.47,-989.01,6.00,109.00,-241.00,23.32,-0.22
1520975830.9025729,4.63,4.35,-4.25,4.80,139.86,16.65,-932.40,7.00,108.50,-239.00,23.32,-0.23
1520975830.9694362,4.63,-3.35,6.85,0.65,342.99,6.66,-632.70,7.50,110.50,-236.50,23.32,-0.23
1520975831.0361385,4.62,1.45,9.70,5.15,436.23,119.88,-639.36,8.50,111.50,-233.00,23.32,-0.23
1520975831.1352465,4.63,4.75,8.85,10.95,323.01,406.26,-845.82,12.00,112.50,-232.50,23.32,-0.23
1520975831.2021139,4.63,12.00,-0.65,12.20,69.93,-243.09,-929.07,16.50,113.00,-239.50,23.32,-0.22
1520975831.3014102,4.63,-8.65,1.20,0.40,133.20,-179.82,-1155.51,21.50,113.50,-246.00,23.32,-0.23
1520975831.3682702,4.63,-5.40,-0.70,4.30,-63.27,163.17,-1128.87,26.00,113.00,-252.00,23.32,-0.23
1520975831.467545,4.63,2.80,-0.55,5.80,-13.32,13.32,-1112.22,30.50,109.00,-260.00,23.32,-0.23
1520975831.5343676,4.63,-19.55,-8.00,3.10,0.00,129.87,-1138.86,35.00,105.50,-263.50,23.32,-0.23
1520975831.6014147,4.63,-9.00,2.05,10.40,309.69,-123.21,-792.54,38.00,102.50,-260.50,23.32,-0.23
1520975831.7005718,4.62,8.60,-11.30,16.25,-273.06,76.59,-1115.55,44.00,98.00,-265.50,23.32,-0.23
1520975831.7675185,4.63,-0.80,10.95,13.55,309.69,362.97,-626.04,47.50,97.00,-260.50,23.32,-0.23
1520975831.866715,4.63,-1.90,-4.60,12.35,-296.37,-466.20,-1292.04,53.50,93.50,-266.00,23.32,-0.23
1520975831.9337442,4.62,-2.55,-2.30,14.85,502.83,-109.89,-1222.11,55.50,91.50,-256.00,23.32,-0.23
1520975832.0329638,4.63,19.20,3.60,21.65,0.00,-193.14,-1371.96,59.00,94.00,-257.50,23.32,-0.23
1520975832.099733,4.63,-0.65,1.00,20.55,259.74,-153.18,-899.10,65.50,97.00,-255.00,23.32,-0.23
1520975832.199049,4.63,-1.15,-3.15,19.05,-23.31,-46.62,-1162.17,75.00,96.50,-253.00,23.46,-0.23
1520975832.265957,4.63,-11.75,-1.75,24.90,273.06,16.65,-532.80,85.50,94.50,-251.50,23.32,-0.23
1520975832.3651392,4.62,-13.80,-1.95,18.70,-123.21,762.57,-879.12,95.50,86.50,-259.00,23.32,-0.23
1520975832.432064,4.62,-10.80,-13.90,20.80,96.57,109.89,-1312.02,102.50,79.00,-260.00,23.32,-0.23
1520975832.5313694,4.63,11.30,2.35,19.05,9.99,-69.93,-1508.49,108.50,73.00,-267.00,23.32,-0.22
1520975832.5983455,4.62,-3.20,-5.85,9.50,123.21,652.68,-822.51,110.00,69.50,-258.50,23.46,-0.23
1520975832.6651495,4.63,4.90,2.25,9.05,193.14,-96.57,-1431.90,112.00,65.00,-258.50,23.32,-0.23
1520975832.7643576,4.63,12.85,4.35,9.85,109.89,-39.96,-1242.09,113.50,64.50,-256.00,23.32,-0.23
1520975832.8312113,4.62,6.30,5.90,4.75,382.95,819.18,-742.59,110.50,65.00,-242.00,23.32,-0.23
1520975832.9304464,4.63,-23.15,-8.05,0.70,173.16,126.54,-1208.79,110.00,68.50,-236.00,23.32,-0.23
1520975832.9974127,4.63,7.25,3.80,7.25,-119.88,-183.15,-1322.01,116.50,70.00,-246.00,23.32,-0.23
1520975833.0965908,4.63,7.95,3.70,7.20,-46.62,572.76,-1098.90,120.50,65.50,-241.00,23.32,-0.23
1520975833.163476,4.63,-3.70,12.15,5.95,346.32,745.92,-499.50,126.50,61.00,-246.50,23.60,-0.23
1520975833.2626598,4.63,2.15,-6.75,17.55,329.67,402.93,-789.21,127.50,52.00,-243.50,23.46,-0.23
1520975833.3296165,4.63,-5.95,-4.45,16.10,9.99,-845.82,-919.08,129.50,44.00,-250.00,23.32,-0.22
1520975833.3964744,4.63,-10.95,-4.80,9.95,249.75,123.21,-1048.95,131.00,39.00,-246.00,23.32,-0.22
1520975833.4957733,4.63,-4.50,4.60,3.70,49.95,426.24,-935.73,125.00,35.50,-244.00,23.32,-0.23
1520975833.5625799,4.63,-1.60,-2.65,-2.10,366.30,432.90,-1042.29,120.50,35.50,-233.00,23.32,-0.23
1520975833.6618445,4.63,2.75,12.70,-3.70,599.40,572.76,-1178.82,120.00,40.00,-232.50,23.32,-0.22
1520975833.7288878,4.63,10.55,5.45,-5.20,599.40,835.83,-739.26,123.50,41.00,-235.00,23.32,-0.23
1520975833.8279288,4.63,-13.30,0.35,-8.85,219.78,606.06,-829.17,127.50,37.50,-243.00,23.46,-0.23
1520975833.8948512,4.63,-16.85,-3.65,-6.95,456.21,-96.57,-1032.30,130.50,34.00,-249.00,23.32,-0.22
1520975833.9942055,4.63,-6.85,-2.70,-2.15,546.12,-243.09,-922.41,130.00,30.50,-252.50,23.32,-0.23
1520975834.0611641,4.63,4.00,-6.65,1.85,199.80,-326.34,-995.67,127.50,28.50,-255.00,23.32,-0.23
1520975834.1603796,4.63,4.85,-3.30,-0.55,-289.71,-59.94,-1065.60,124.50,29.50,-255.00,23.46,-0.23
1520975834.2272716,4.63,3.75,-4.95,0.65,-113.22,186.48,-1008.99,122.00,35.50,-250.50,23.32,-0.23
1520975834.326534,4.63,6.30,0.40,0.20,-39.96,293.04,-1065.60,121.50,43.00,-248.50,23.32,-0.23
1520975834.3934996,4.63,4.40,-0.50,3.60,89.91,329.67,-945.72,128.50,45.50,-251.00,23.32,-0.22
1520975834.460359,4.62,-7.10,7.85,-0.60,-26.64,362.97,-1118.88,134.00,46.00,-255.00,23.32,-0.22
1520975834.5595303,4.63,-4.45,0.55,-5.25,-83.25,376.29,-1205.46,140.50,43.00,-259.50,23.46,-0.22
1520975834.626416,4.63,-6.25,5.30,-0.20,725.94,-219.78,-579.42,144.00,40.50,-255.50,23.46,-0.22
1520975834.7256343,4.63,2.25,-6.20,5.00,-146.52,-256.41,-456.21,148.50,45.00,-257.00,23.32,-0.23
1520975834.7925446,4.63,-0.75,-7.80,4.10,-46.62,-196.47,-1065.60,147.50,42.50,-247.00,23.32,-0.23
1520975834.8918412,4.63,1.75,-0.30,6.85,-159.84,-56.61,-1551.78,149.50,46.00,-241.00,23.32,-0.23
1520975834.9587872,4.63,11.70,5.70,22.15,33.30,-116.55,-1182.15,151.00,46.00,-234.00,23.46,-0.23
1520975835.0581284,4.62,0.75,2.45,25.75,309.69,-93.24,-792.54,156.50,40.50,-223.00,23.32,-0.23
1520975835.124862,4.63,-10.05,1.00,27.80,396.27,-616.05,-582.75,165.50,32.50,-223.50,23.46,-0.23
1520975835.2241793,4.63,-6.10,-0.05,29.55,33.30,149.85,-1302.03,174.00,17.50,-221.50,23.32,-0.22
1520975835.2911034,4.63,-18.75,-3.00,32.05,229.77,-765.90,-899.10,181.50,1.50,-222.00,23.32,-0.22
1520975835.3903325,4.63,-4.65,-5.75,30.70,-273.06,163.17,-1385.28,186.50,-17.00,-222.00,23.32,-0.23
1520975835.457378,4.62,-4.85,3.50,28.00,63.27,63.27,-1052.28,189.00,-34.00,-217.50,23.32,-0.23
1520975835.5565715,4.63,-12.85,-9.35,26.05,209.79,589.41,-849.15,188.50,-45.50,-215.00,23.32,-0.22
