0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.073648889716229462e+02,4.507857226892886615e+01,-2.911529284270958229e+01
-4.056886122826078029e-05,-2.199146213634140185e-04,-5.970922845895319142e+02,-1.094115232005290750e+02,2.381558378384908963e+02,3.274075025169191022e+00,6.074502603982722349e+00
-1.214473532467673589e-04,-5.893788598546823498e-04,-4.060435909022322676e+02,-1.087123959333491428e+02,2.084942942479023316e+02,-1.704144633971358402e+01,2.701658397668318301e+01
-1.181574210781685224e-04,-6.272860870953597982e-04,3.031213169069226296e+02,1.175851243978613354e+02,1.568652154193900685e+02,-2.843151265266394390e+01,7.219768000622097759e+01
2.185593222696679346e-04,-1.259695255037050310e-04,1.058008057788196538e+03,7.905175598141935325e+02,1.275851575784349450e+02,-8.129700295423791800e+00,9.411957079403630644e+01
1.146285765124865300e-03,8.353483979248871316e-04,1.552075398937282898e+03,1.711499015290006128e+03,1.061897407302799792e+02,2.416250710098933041e+01,1.295092843519726102e+02
2.698834248976412185e-03,1.944712490632148540e-03,1.459969622525277600e+03,2.475621089112165919e+03,1.308492837259856572e+02,3.520724475471588732e+01,1.751111322316444330e+02
4.792370723492764620e-03,2.800337874052467521e-03,8.631470088696377161e+02,3.170507681153613248e+03,2.517855678263554466e+02,4.944403188215627409e+01,-8.067448145097114320e+01
7.523182013599888363e-03,3.388083121606190896e-03,7.326457093379411845e+02,4.194308924462046889e+03,2.921436966662206487e+02,1.448828980132676358e+00,-5.552804163300115192e+01
1.094221564467142555e-02,4.061452499020769269e-03,1.095625889874788072e+03,5.026597607998015519e+03,2.776659133114976612e+02,-2.413624373453777139e+01,-5.637903559279880739e+01
1.494875202643838885e-02,5.019846333172970666e-03,1.506518297068487072e+03,5.778764809782594057e+03,2.587428302345506381e+02,-5.285780408932303231e+01,-9.331525622762914196e+00
1.931437770171322982e-02,6.517924045281534191e-03,2.560926640558432155e+03,5.995037577574445095e+03,1.268156190810426978e+02,-6.156177409168913783e+01,1.504852340714674881e+02
2.379315049494385922e-02,8.698779603812146349e-03,3.360334739144919695e+03,6.083915074768079648e+03,1.460729567377802880e+02,1.472355938155931465e+00,1.455386906862041485e+02
2.846119404589479013e-02,1.126847963889661235e-02,3.616681721760239270e+03,6.505488243375373713e+03,1.489497035179733189e+02,2.786617291756417103e+01,-1.707140410369665631e+02
3.347114578535977103e-02,1.376798629369337980e-02,3.169751789155696315e+03,7.006018753334296889e+03,1.474386132301374914e+02,5.793938402553606437e+01,-1.666923307154942222e+02
3.897952397708259742e-02,1.592654739826155491e-02,2.690977046930058805e+03,7.849711285408841832e+03,8.451772962594884575e+01,7.372076643274463947e+01,1.135937794902068561e+02
4.512094155158466458e-02,1.766417608068736322e-02,2.026874066518563723e+03,8.713283933485998205e+03,2.938426199678220883e+02,4.673072134711997450e+01,6.390710412815123753e+00
5.168148974499013615e-02,1.902863309711804937e-02,1.677775043106505564e+03,8.980078749344937023e+03,2.713378927939498908e+02,-1.533287713255268869e+01,-2.038316722104740819e+01
5.847880721178073948e-02,2.046883248837891994e-02,2.232522471317552572e+03,9.351834971643995232e+03,1.936782520521778395e+02,-4.982811337469838264e+01,5.209464286087200691e+01
6.559927761024574033e-02,2.244888687550868761e-02,3.143539286716456445e+03,9.851600785803855615e+03,1.308872538142206565e+02,-4.201711481527792813e+01,1.059988402981087461e+02
7.315039356971343720e-02,2.503282174175493549e-02,3.872122330057100044e+03,1.051325750330776464e+04,1.294463635588453769e+02,2.636567154395468848e-01,1.353668062489529120e+02
8.118882003573142658e-02,2.793174085350185604e-02,3.998754209587204969e+03,1.116584493019115143e+04,1.096209175821142594e+02,4.074418720899130619e+01,1.737753438950572331e+02
8.952944703756098022e-02,3.059005316460446447e-02,3.218847686412264466e+03,1.132827236787126276e+04,1.552058976026966661e+02,3.674251865348469437e+01,-1.130541687064067986e+02
9.793157178823219677e-02,3.256787146707589009e-02,2.151139126307998140e+03,1.133170037473787488e+04,2.059814448714820685e+02,9.867655758292867674e+00,-7.444353327971828094e+01
1.065439551974212140e-01,3.385212895351743384e-02,1.335755556761796242e+03,1.189532612540678201e+04,2.260903702521325158e+02,-8.765309027594932800e+00,-5.420633281030003303e+01
1.156639379619249230e-01,3.468916114831553654e-02,9.368746305780558714e+02,1.270066228205721018e+04,2.455844834283591354e+02,-2.709916603943295499e+01,-5.181984305086404419e+01
1.254285419230943555e-01,3.539279228810822409e-02,9.735571171049464283e+02,1.363382688561396390e+04,2.430075487328612382e+02,-6.939881750148845185e+01,-3.964270865997278293e+01
1.358948816204644250e-01,3.624229957993115731e-02,1.332942738262257762e+03,1.459319721760747416e+04,9.881794355981139688e+01,-3.718297305025509303e+01,1.092473415392997538e+02
1.470876497198430888e-01,3.726542392930830283e-02,1.444944173475980051e+03,1.559295636629748515e+04,8.261128610097685510e+01,-2.032194351504696517e+00,1.020019468575448371e+02
1.590103142641456635e-01,3.816297112487006954e-02,9.919867958487236592e+02,1.656167985550730373e+04,3.810513342740752307e+01,1.255967575163340122e+01,9.296358246585324991e+01
1.714557109513169808e-01,3.853757161575957491e-02,2.509067691233729391e+01,1.700273069150682204e+04,2.037496350359249675e+01,6.586361127151049288e+01,1.270012630193414793e+02
1.838979107158050796e-01,3.819872543829807426e-02,-9.450910713895586923e+02,1.655305838891855456e+04,1.958970769723546823e+02,6.510493469862589677e+01,-2.864532977379910861e+01
1.960266164229065855e-01,3.721930932387908231e-02,-1.714117350686258533e+03,1.615725841469410807e+04,1.965315147528720843e+02,1.512905647329567849e+01,-4.105660741137991465e+01
2.080799006686654962e-01,3.567464137267282315e-02,-2.479800945237441738e+03,1.634965215607747814e+04,1.956003625970311646e+02,-9.222874672095272786e+00,-4.358269418607393675e+01
2.203698072099501692e-01,3.362903934639747267e-02,-3.074196232936832985e+03,1.679541359257634031e+04,1.892426316699593372e+02,-4.310139748620594702e+01,-1.709482732868983490e+01
2.331194163331609948e-01,3.131764537734773451e-02,-3.201445455968362694e+03,1.758944019335583289e+04,2.031189854482301200e+02,-5.690332046644672914e+01,-5.448385225830072898e+00
